# Program:featureCounts v2.0.3; Command:"featureCounts" "-g" "gene_id" "-a" "/content/GCF_000146045.2_R64_genomic.gtf" "-o" "output_featurecounts.txt" "SRR941816.bam" "SRR941817.bam" "SRR941818.bam" "SRR941819.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR941816.bam	SRR941817.bam	SRR941818.bam	SRR941819.bam
gene-YLR067C	NC_001144.5	267813	270710	-	2898	69	133	64	195
gene-YLR068W	NC_001144.5	271008	271463	+	456	309	151	199	631
gene-YLR069C	NC_001144.5	271630	273915	-	2286	327	663	56	198
gene-YLR070C	NC_001144.5	274141	275211	-	1071	358	245	15	73
gene-YLR071C	NC_001144.5	275378	278626	-	3249	543	568	148	527
gene-YLR072W	NC_001144.5	278862	280943	+	2082	253	243	22	122
gene-YLR073C	NC_001144.5	281019	281621	-	603	20	38	117	476
gene-YLR074C	NC_001144.5	281956	282456	-	501	427	402	986	3381
gene-YLR075W	NC_001144.5	282927	283592	+	666	10588	17474	9775	38133
gene-YLR077W	NC_001144.5	283872	285623	+	1752	278	654	86	306
gene-YLR078C	NC_001144.5;NC_001144.5	285736;286557	286467;286559	-;-	735	326	402	70	307
gene-YLR079W	NC_001144.5	286820	287674	+	855	1022	1355	69	294
gene-YLR080W	NC_001144.5	287916	289250	+	1335	550	305	8	22
gene-YLR081W	NC_001144.5	290212	291936	+	1725	75	35	3	6
gene-YLR082C	NC_001144.5	292394	293572	-	1179	105	136	21	71
gene-YLR083C	NC_001144.5	294091	296094	-	2004	102	161	249	819
gene-YLR084C	NC_001144.5	296589	300251	-	3663	53	112	7	82
gene-YLR085C	NC_001144.5	300673	301989	-	1317	144	262	17	87
gene-YLR086W	NC_001144.5	302243	306499	+	4257	674	546	35	93
gene-YLR087C	NC_001144.5	306855	315731	-	8877	324	311	17	59
gene-YLR088W	NC_001144.5	316107	317951	+	1845	170	267	21	89
gene-YLR089C	NC_001144.5	318237	320015	-	1779	1002	1221	80	313
gene-YLR090W	NC_001144.5	320701	322080	+	1380	89	193	31	131
gene-YLR091W	NC_001144.5	322297	323178	+	882	99	97	17	63
gene-YLR092W	NC_001144.5	323544	326225	+	2682	193	171	38	89
gene-YLR093C	NC_001144.5;NC_001144.5	326513;327400	327258;327415	-;-	762	2294	1369	98	387
gene-YLR094C	NC_001144.5	327730	329238	-	1509	334	462	54	147
gene-YLR095C	NC_001144.5	329677	332115	-	2439	142	262	91	360
gene-YLR096W	NC_001144.5	332590	336033	+	3444	103	215	205	626
gene-YLR097C	NC_001144.5	336231	337265	-	1035	293	435	63	215
gene-YLR098C	NC_001144.5	337527	339473	-	1947	191	249	62	143
gene-YLR099C	NC_001144.5	339744	340928	-	1185	807	689	89	275
gene-YLR099W-A	NC_001144.5	341325	341588	+	264	112	206	19	63
gene-YLR100W	NC_001144.5	341810	342853	+	1044	524	1039	66	287
gene-YLR102C	NC_001144.5	342970	343767	-	798	390	342	18	73
gene-YLR103C	NC_001144.5	343989	345941	-	1953	12	93	4	25
gene-YLR104W	NC_001144.5	346585	346980	+	396	212	326	35	192
gene-YLR105C	NC_001144.5	347047	348180	-	1134	136	166	58	226
gene-YNCL0005C	NC_001144.5	348427	348510	-	84	0	0	0	0
gene-YLR106C	NC_001144.5	349006	363738	-	14733	673	854	320	902
gene-YLR107W	NC_001144.5	364116	365330	+	1215	195	257	125	389
gene-YNCL0006W	NC_001144.5	366235	366346	+	112	0	1	0	0
gene-YLR108C	NC_001144.5	366667	368124	-	1458	34	38	47	145
gene-YLR109W	NC_001144.5	368781	369311	+	531	5164	4875	120	409
gene-YLR110C	NC_001144.5	369697	370098	-	402	13331	45310	2136	13638
gene-YLR111W	NC_001144.5	370391	370723	+	333	0	4	1	0
gene-YLR112W	NC_001144.5	370791	371210	+	420	7	18	1	11
gene-YLR113W	NC_001144.5	371620	372927	+	1308	345	748	128	590
gene-YNCL0007W	NC_001144.5	374355	374427	+	73	0	0	0	0
gene-YLR114C	NC_001144.5	374944	377238	-	2295	379	347	113	330
gene-YLR115W	NC_001144.5	377985	380564	+	2580	181	407	30	87
gene-YLR116W	NC_001144.5	380822	382252	+	1431	329	322	101	376
gene-YLR117C	NC_001144.5	382471	384534	-	2064	1069	654	96	335
gene-YLR118C	NC_001144.5	384725	385408	-	684	320	394	28	126
gene-YLR119W	NC_001144.5	385534	386175	+	642	316	231	11	48
gene-YLR120C	NC_001144.5	386511	388220	-	1710	738	635	32	131
gene-YLR121C	NC_001144.5	388744	390270	-	1527	308	336	18	65
gene-YLR122C	NC_001144.5	390954	391331	-	378	43	21	1	10
gene-YLR125W	NC_001144.5	393484	393894	+	411	100	44	1	12
gene-YLR126C	NC_001144.5	394765	395520	-	756	239	324	12	50
gene-YLR127C	NC_001144.5	395758	398319	-	2562	307	228	46	113
gene-YLR128W	NC_001144.5;NC_001144.5	398530;398627	398532;399433	+;+	810	168	140	8	44
gene-YLR129W	NC_001144.5	399657	402488	+	2832	239	318	548	1698
gene-YLR130C	NC_001144.5	402794	404062	-	1269	569	541	455	1111
gene-YLR131C	NC_001144.5	404510	406822	-	2313	255	243	33	130
gene-YLR132C	NC_001144.5	407283	408155	-	873	111	183	2	6
gene-YLR133W	NC_001144.5	408445	410193	+	1749	1236	1672	13	51
gene-YLR134W	NC_001144.5	410723	412414	+	1692	3174	2720	168	723
gene-YLR135W	NC_001144.5	413281	415527	+	2247	213	247	38	102
gene-YLR136C	NC_001144.5	415801	416658	-	858	959	808	32	42
gene-YLR137W	NC_001144.5	417006	418109	+	1104	146	141	14	42
gene-YLR138W	NC_001144.5	418437	421394	+	2958	1041	423	183	450
gene-YLR139C	NC_001144.5	421542	423473	-	1932	14	33	48	189
gene-YLR141W	NC_001144.5	423683	424774	+	1092	85	133	18	71
gene-YLR142W	NC_001144.5	425186	426616	+	1431	7517	2523	72	154
gene-YNCL0008W	NC_001144.5	427132	427203	+	72	0	0	0	0
gene-YLR143W	NC_001144.5	427329	429386	+	2058	38	55	68	161
gene-YLR144C	NC_001144.5	429677	432016	-	2340	116	172	60	182
gene-YLR145W	NC_001144.5	432168	432773	+	606	71	96	40	109
gene-YLR146C	NC_001144.5	432823	433725	-	903	45	171	88	261
gene-YLR146W-A	NC_001144.5	433870	434058	+	189	24	51	14	37
gene-YLR147C	NC_001144.5	434158	434463	-	306	122	105	46	149
gene-YLR148W	NC_001144.5	434641	437397	+	2757	308	430	39	140
gene-YLR149C	NC_001144.5	437631	439823	-	2193	4705	2364	45	101
gene-YLR150W	NC_001144.5	440467	441288	+	822	2514	4123	2834	9400
gene-YLR151C	NC_001144.5	441715	442737	-	1023	277	329	10	30
gene-YLR152C	NC_001144.5	442958	444688	-	1731	448	193	20	59
gene-YLR153C	NC_001144.5	445524	447575	-	2052	961	3098	118	348
gene-YLR154C	NC_001144.5	447982	448314	-	333	148	225	9	13
gene-YNCL0009C	NC_001144.5	448650	448721	-	72	1	1	0	0
gene-YNCL0011C	NC_001144.5	451575	451785	-	211	0	0	0	0
gene-YNCL0010C	NC_001144.5	451575	458432	-	6858	0	0	0	0
gene-YNCL0012C	NC_001144.5	451786	455181	-	3396	0	0	0	0
gene-YLR154W-C	NC_001144.5	454696	455070	+	375	0	0	0	0
gene-YNCL0013C	NC_001144.5	455182	455413	-	232	0	0	0	0
gene-YNCL0014C	NC_001144.5	455414	455571	-	158	0	0	0	0
gene-YNCL0015C	NC_001144.5	455572	455932	-	361	0	0	0	0
gene-YNCL0016C	NC_001144.5	455933	457732	-	1800	0	0	0	0
gene-YNCL0017C	NC_001144.5	457733	458432	-	700	0	0	0	0
gene-YNCL0018W	NC_001144.5	459676	459796	+	121	0	0	0	0
gene-YNCL0019C	NC_001144.5	460712	460922	-	211	0	0	0	0
gene-YNCL0020C	NC_001144.5	460712	467569	-	6858	0	0	0	0
gene-YNCL0021C	NC_001144.5	460923	464318	-	3396	0	0	0	0
gene-YLR154C-G	NC_001144.5	462522	462671	-	150	0	0	0	0
gene-YNCL0022C	NC_001144.5	464319	464550	-	232	0	0	0	0
gene-YNCL0023C	NC_001144.5	464551	464708	-	158	0	0	0	0
gene-YNCL0024C	NC_001144.5	464709	465069	-	361	0	0	0	0
gene-YNCL0025C	NC_001144.5	465070	466869	-	1800	0	0	0	0
gene-YNCL0026C	NC_001144.5	466870	467569	-	700	0	0	0	0
gene-YNCL0027W	NC_001144.5	468813	468931	+	119	0	0	0	0
gene-YLR154C-H	NC_001144.5	468827	468958	-	132	0	0	0	0
gene-YLR155C	NC_001144.5	469317	470405	-	1089	0	0	0	0
gene-YLR156W	NC_001144.5	472113	472457	+	345	0	0	0	0
gene-YNCL0028W	NC_001144.5	472465	472583	+	119	0	0	0	0
gene-YLR156C-A	NC_001144.5	472479	472610	-	132	0	0	0	0
gene-YLR157C	NC_001144.5	472969	474057	-	1089	0	0	0	0
gene-YLR157W-D	NC_001144.5	475764	475976	+	213	0	1	0	0
gene-YLR157C-B	NC_001144.5	476333	481601	-	5269	0	0	0	0
gene-YLR157C-A	NC_001144.5	480279	481601	-	1323	0	0	0	0
gene-YLR157W-E	NC_001144.5	481873	482037	+	165	0	0	0	0
gene-YNCL0029W	NC_001144.5	482045	482163	+	119	0	0	0	0
gene-YLR157C-C	NC_001144.5	482059	482190	-	132	0	0	0	0
gene-YLR158C	NC_001144.5	482549	483637	-	1089	0	0	0	0
gene-YLR159W	NC_001144.5	485345	485689	+	345	0	0	0	0
gene-YNCL0030W	NC_001144.5	485697	485815	+	119	0	0	0	0
gene-YLR159C-A	NC_001144.5	485711	485842	-	132	0	0	0	0
gene-YLR160C	NC_001144.5	486201	487289	-	1089	0	0	0	0
gene-YLR161W	NC_001144.5	488997	489341	+	345	0	0	0	0
gene-YNCL0031W	NC_001144.5	489349	489469	+	121	0	0	0	0
gene-YLR162W	NC_001144.5	489573	489929	+	357	2	1	0	0
gene-YLR162W-A	NC_001144.5	490406	490594	+	189	4	33	0	5
gene-YLR163C	NC_001144.5	491866	493254	-	1389	228	728	37	126
gene-YLR164W	NC_001144.5	493883	494389	+	507	668	54	10	10
gene-YLR165C	NC_001144.5	494494	495258	-	765	154	79	15	37
gene-YLR166C	NC_001144.5	495429	498044	-	2616	318	458	102	284
gene-YLR167W	NC_001144.5	498947	499405	+	459	2240	7294	7421	30333
gene-YLR168C	NC_001144.5	499578	500270	-	693	273	1084	60	200
gene-YLR170C	NC_001144.5	500579	501049	-	471	364	352	21	83
gene-YLR172C	NC_001144.5	501260	502162	-	903	1189	1977	226	822
gene-YLR173W	NC_001144.5	502421	504247	+	1827	1015	592	35	111
gene-YLR174W	NC_001144.5	504591	505829	+	1239	3287	6201	34	169
gene-YLR175W	NC_001144.5	506134	507585	+	1452	334	934	1852	5640
gene-YLR176C	NC_001144.5	507797	510232	-	2436	62	115	64	148
gene-YLR177W	NC_001144.5	511054	512940	+	1887	98	271	30	78
gene-YLR178C	NC_001144.5	513162	513821	-	660	5117	3976	88	238
gene-YLR179C	NC_001144.5	514108	514713	-	606	116	236	168	556
gene-YLR180W	NC_001144.5	515262	516410	+	1149	31	90	1477	3453
gene-YLR181C	NC_001144.5	516678	517670	-	993	499	382	14	99
gene-YLR182W	NC_001144.5	517940	520351	+	2412	635	705	71	222
gene-YLR183C	NC_001144.5	520543	522012	-	1470	65	576	2	32
gene-YLR185W	NC_001144.5;NC_001144.5	522663;523029	522669;523288	+;+	267	381	1155	1419	6092
gene-YLR186W	NC_001144.5	523632	524390	+	759	56	174	862	2911
gene-YLR187W	NC_001144.5	524865	527945	+	3081	171	97	58	225
gene-YLR188W	NC_001144.5	528300	530387	+	2088	348	470	66	158
gene-YLR189C	NC_001144.5	530797	534393	-	3597	1623	913	91	254
gene-YLR190W	NC_001144.5	535214	536689	+	1476	1090	969	33	257
gene-YLR191W	NC_001144.5	537272	538432	+	1161	276	345	40	177
gene-YLR192C	NC_001144.5	538792	539589	-	798	1457	3210	538	1896
gene-YLR193C	NC_001144.5	540009	540536	-	528	946	1038	82	235
gene-YLR194C	NC_001144.5	540809	541573	-	765	681	728	42	254
gene-YLR195C	NC_001144.5	541937	543304	-	1368	98	379	184	689
gene-YLR196W	NC_001144.5	543968	545698	+	1731	114	280	718	2381
gene-YLR197W	NC_001144.5	546097	547611	+	1515	547	1963	2273	7250
gene-YLR199C	NC_001144.5;NC_001144.5	547853;548764	548677;548769	-;-	831	662	630	102	354
gene-YLR200W	NC_001144.5	549012	549356	+	345	284	346	112	476
gene-YLR201C	NC_001144.5	549511	550293	-	783	1033	1203	66	230
gene-YLR203C	NC_001144.5	550650	551960	-	1311	152	763	75	333
gene-YLR204W	NC_001144.5	552270	552605	+	336	244	581	49	163
gene-YLR205C	NC_001144.5	552724	553677	-	954	3145	2733	95	299
gene-YLR206W	NC_001144.5	554578	556419	+	1842	1976	1689	119	395
gene-YLR207W	NC_001144.5	556788	559289	+	2502	347	360	43	139
gene-YLR208W	NC_001144.5	559551	560444	+	894	699	1492	168	849
gene-YLR209C	NC_001144.5	560797	561732	-	936	312	809	26	103
gene-YLR210W	NC_001144.5	562008	563390	+	1383	34	82	33	119
gene-YLR211C	NC_001144.5;NC_001144.5	563792;564514	564454;564531	-;-	681	341	240	10	35
gene-YLR212C	NC_001144.5	564860	566281	-	1422	63	362	23	79
gene-YLR213C	NC_001144.5	566654	567922	-	1269	541	361	33	60
gene-YLR214W	NC_001144.5	568567	570627	+	2061	339	611	94	240
gene-YLR215C	NC_001144.5	570776	571858	-	1083	75	115	111	393
gene-YLR216C	NC_001144.5	572096	573211	-	1116	9122	13877	257	994
gene-YLR218C	NC_001144.5	573466	573918	-	453	186	188	8	19
gene-YLR219W	NC_001144.5	574151	576337	+	2187	1797	1302	53	169
gene-YLR220W	NC_001144.5	576825	577793	+	969	600	497	134	445
gene-YLR221C	NC_001144.5	578362	579024	-	663	223	344	365	1161
gene-YLR222C	NC_001144.5	579318	581771	-	2454	96	240	512	1630
gene-YLR223C	NC_001144.5	582233	585490	-	3258	218	149	814	2262
gene-YLR224W	NC_001144.5	586464	587573	+	1110	61	76	464	1550
gene-YLR225C	NC_001144.5	587695	588918	-	1224	445	262	182	606
gene-YLR226W	NC_001144.5	589354	590541	+	1188	98	151	170	497
gene-YLR227C	NC_001144.5	590562	592043	-	1482	132	126	114	331
gene-YNCL0032C	NC_001144.5;NC_001144.5	592519;592582	592562;592619	-;-	82	2	1	0	2
gene-YLR227W-A	NC_001144.5	593438	594760	+	1323	0	0	0	0
gene-YLR227W-B	NC_001144.5	593438	598706	+	5269	0	0	0	0
gene-YLR228C	NC_001144.5	600019	602463	-	2445	241	218	114	304
gene-YLR229C	NC_001144.5	604212	604787	-	576	484	1038	210	707
gene-YNCL0033C	NC_001144.5;NC_001144.5	605300;605396	605335;605432	-;-	73	0	0	0	0
gene-YLR231C	NC_001144.5	605758	607119	-	1362	424	387	9	62
gene-YLR233C	NC_001144.5	607425	609524	-	2100	77	123	4	28
gene-YLR234W	NC_001144.5	609783	611753	+	1971	28	74	2	14
gene-YLR236C	NC_001144.5	611794	612117	-	324	5	21	1	3
gene-YLR237W	NC_001144.5	612367	614163	+	1797	73	261	495	1261
gene-YLR238W	NC_001144.5	614755	616191	+	1437	172	186	59	185
gene-YLR239C	NC_001144.5	616332	617318	-	987	85	367	16	89
gene-YLR240W	NC_001144.5	617533	620160	+	2628	449	439	37	118
gene-YLR241W	NC_001144.5	620473	622821	+	2349	1100	938	44	158
gene-YLR242C	NC_001144.5	622918	623883	-	966	42	36	53	181
gene-YLR243W	NC_001144.5	624203	625021	+	819	183	275	189	575
gene-YLR244C	NC_001144.5	625168	626331	-	1164	414	543	657	2023
gene-YLR245C	NC_001144.5	626502	626930	-	429	100	122	24	81
gene-YLR246W	NC_001144.5	627118	628197	+	1080	549	341	68	227
gene-YNCL0034W	NC_001144.5;NC_001144.5	628383;628454	628420;628497	+;+	82	0	2	1	7
gene-YLR247C	NC_001144.5	628684	633354	-	4671	1770	833	135	567
gene-YLR248W	NC_001144.5	634252	636084	+	1833	3935	3714	350	1248
gene-YLR249W	NC_001144.5	636780	639914	+	3135	2206	9572	15662	44985
gene-YLR250W	NC_001144.5	640317	641021	+	705	1530	1489	150	581
gene-YLR251W	NC_001144.5	641464	642057	+	594	121	327	6	54
gene-YLR253W	NC_001144.5	642627	644336	+	1710	348	656	52	221
gene-YLR254C	NC_001144.5	644404	644973	-	570	786	624	53	156
gene-YLR255C	NC_001144.5	645600	645953	-	354	11	4	3	5
gene-YLR256W	NC_001144.5	646415	650923	+	4509	605	384	169	472
gene-YLR256W-A	NC_001144.5	651117	652439	+	1323	2	1	0	1
gene-YNCL0035C	NC_001144.5	656934	657006	-	73	0	0	0	1
gene-YLR257W	NC_001144.5	658826	659791	+	966	6876	8230	204	599
gene-YLR258W	NC_001144.5	660716	662833	+	2118	3799	3639	68	164
gene-YLR259C	NC_001144.5	663284	665002	-	1719	6797	20805	243	1046
gene-YLR260W	NC_001144.5	665844	667907	+	2064	369	557	66	327
gene-YLR261C	NC_001144.5	668237	668563	-	327	1	2	0	4
gene-YLR262C	NC_001144.5	668244	668891	-	648	63	146	49	217
gene-YLR262C-A	NC_001144.5	669468	669662	-	195	842	1029	325	1025
gene-YLR263W	NC_001144.5	670340	672823	+	2484	169	116	55	164
gene-YLR264W	NC_001144.5	673131	673334	+	204	39	65	916	3010
gene-YLR264C-A	NC_001144.5	673828	673944	-	117	19	12	251	914
gene-YLR265C	NC_001144.5	674427	675455	-	1029	4	6	3	22
gene-YLR266C	NC_001144.5	675619	677724	-	2106	223	174	11	35
gene-YLR267W	NC_001144.5	678212	679924	+	1713	2344	235	22	40
gene-YLR268W	NC_001144.5	680200	680844	+	645	322	505	74	360
gene-YLR270W	NC_001144.5	681186	682238	+	1053	2342	1809	60	339
gene-YLR271W	NC_001144.5	682737	683561	+	825	378	461	12	53
gene-YLR272C	NC_001144.5	683672	687202	-	3531	110	152	21	72
gene-YNCL0036C	NC_001144.5	687859	687932	-	74	0	1	0	0
gene-YLR273C	NC_001144.5	689083	691029	-	1947	179	161	7	15
gene-YLR274W	NC_001144.5	691555	693882	+	2328	137	284	98	312
gene-YLR275W	NC_001144.5;NC_001144.5	694378;694473	694382;694800	+;+	333	317	196	67	253
gene-YLR276C	NC_001144.5	695046	696830	-	1785	315	567	611	2048
gene-YLR277C	NC_001144.5	697156	699495	-	2340	101	197	102	383
gene-YLR278C	NC_001144.5	699999	704024	-	4026	540	497	179	500
gene-YLR281C	NC_001144.5	704493	704960	-	468	301	354	5	24
gene-YLR283W	NC_001144.5	705186	706130	+	945	73	97	15	104
gene-YLR284C	NC_001144.5	706198	707040	-	843	4440	1752	51	91
gene-YLR285W	NC_001144.5	707360	708145	+	786	216	379	159	561
gene-YLR285C-A	NC_001144.5	708168	708338	-	171	16	42	10	47
gene-YLR286C	NC_001144.5	708448	710136	-	1689	1153	2962	72	272
gene-YLR287C	NC_001144.5	710991	712058	-	1068	208	225	251	965
gene-YLR287C-A	NC_001144.5;NC_001144.5	712537;713156	712725;713158	-;-	192	2721	3923	1765	7055
gene-YLR288C	NC_001144.5	713480	714904	-	1425	256	252	61	254
gene-YLR289W	NC_001144.5	715089	717026	+	1938	34	118	23	82
gene-YLR290C	NC_001144.5	717145	717978	-	834	849	568	29	132
gene-YLR291C	NC_001144.5	718317	719462	-	1146	373	601	296	1084
gene-YLR292C	NC_001144.5	719789	720370	-	582	155	264	208	803
gene-YLR293C	NC_001144.5	720771	721430	-	660	917	2358	1998	7566
gene-YLR295C	NC_001144.5	721999	722373	-	375	2287	5271	122	599
gene-YLR296W	NC_001144.5	722978	723304	+	327	0	3	1	1
gene-YLR297W	NC_001144.5	724044	724433	+	390	320	366	54	130
gene-YLR298C	NC_001144.5	724721	725416	-	696	746	541	79	256
gene-YLR299W	NC_001144.5	726069	728051	+	1983	468	652	21	87
gene-YLR300W	NC_001144.5	728955	730301	+	1347	804	956	512	1982
gene-YLR301W	NC_001144.5	730825	731559	+	735	150	453	70	358
gene-YNCL0037W	NC_001144.5;NC_001144.5	732090;732147	732127;732190	+;+	82	0	0	0	0
gene-YLR302C	NC_001144.5	732191	732553	-	363	2	2	1	2
gene-YLR303W	NC_001144.5	732542	733876	+	1335	56	119	158	425
gene-YNCL0038W	NC_001144.5	734802	734875	+	74	0	0	0	0
gene-YLR304C	NC_001144.5	735212	737548	-	2337	18088	19300	260	699
gene-YLR305C	NC_001144.5	738161	743863	-	5703	671	818	93	304
gene-YLR306W	NC_001144.5;NC_001144.5	744151;744288	744153;744851	+;+	567	85	109	10	32
gene-YLR307W	NC_001144.5	745620	746525	+	906	27	9	1	1
gene-YLR307C-A	NC_001144.5	746848	747111	-	264	5566	18616	78	597
gene-YLR308W	NC_001144.5	747937	748875	+	939	1	5	0	2
gene-YLR309C	NC_001144.5	749034	751769	-	2736	1068	1252	118	343
gene-YLR310C	NC_001144.5	752224	756993	-	4770	887	1022	171	681
gene-YLR312C	NC_001144.5	757637	758833	-	1197	2101	655	33	43
gene-YLR312W-A	NC_001144.5	759480	760241	+	762	110	446	65	249
gene-YLR313C	NC_001144.5	760750	762342	-	1593	8	23	10	33
gene-YLR314C	NC_001144.5	762575	764137	-	1563	464	1619	196	806
gene-YLR315W	NC_001144.5	764808	765269	+	462	22	49	6	18
gene-YLR316C	NC_001144.5;NC_001144.5;NC_001144.5	765266;766130;766250	766073;766181;766358	-;-;-	969	146	206	51	204
gene-YLR318W	NC_001144.5	766542	769196	+	2655	95	73	61	152
gene-YLR319C	NC_001144.5	769318	771684	-	2367	134	219	46	183
gene-YLR320W	NC_001144.5	771940	776304	+	4365	248	268	44	144
gene-YLR321C	NC_001144.5	776584	777864	-	1281	37	54	90	291
gene-YLR323C	NC_001144.5	778173	778952	-	780	259	220	98	333
gene-YLR324W	NC_001144.5	779215	780786	+	1572	920	1035	77	301
gene-YLR325C	NC_001144.5	781143	781379	-	237	1657	3607	2663	10079
gene-YLR326W	NC_001144.5	782174	782896	+	723	405	357	68	223
gene-YLR327C	NC_001144.5	783127	783387	-	261	44573	48724	277	986
gene-YNCL0039W	NC_001144.5;NC_001144.5	784354;784410	784389;784453	+;+	80	1	1	0	0
gene-YLR328W	NC_001144.5	784913	786118	+	1206	107	413	210	769
gene-YLR329W	NC_001144.5;NC_001144.5	786442;786713	786615;787333	+;+	795	23	30	2	31
gene-YLR330W	NC_001144.5	787664	789679	+	2016	2414	3025	200	738
gene-YLR331C	NC_001144.5	790669	791046	-	378	2	4	1	2
gene-YLR332W	NC_001144.5	790676	791806	+	1131	531	592	97	346
gene-YNCL0040W	NC_001144.5	793918	793989	+	72	0	0	0	0
gene-YNCL0041C	NC_001144.5	794486	794575	-	90	10	10	1	4
gene-YNCL0042C	NC_001144.5	794697	794794	-	98	25	28	1	1
gene-YNCL0043C	NC_001144.5	794937	795024	-	88	64	90	1	7
gene-YLR333C	NC_001144.5	795573	795899	-	327	419	626	1459	6014
gene-YNCL0044W	NC_001144.5	797178	797249	+	72	0	0	0	0
gene-YLR335W	NC_001144.5	797430	799592	+	2163	699	1059	280	957
gene-YLR336C	NC_001144.5	799697	802396	-	2700	195	256	209	707
gene-YLR337C	NC_001144.5	802653	805106	-	2454	374	426	53	194
gene-YLR340W	NC_001144.5	805887	806825	+	939	2685	8081	5326	23704
gene-YLR341W	NC_001144.5	807385	808818	+	1434	7	16	7	33
gene-YLR342W	NC_001144.5	809997	815627	+	5631	662	1970	1039	3083
gene-YLR342W-A	NC_001144.5	815810	815983	+	174	1	10	5	31
gene-YLR343W	NC_001144.5	816094	817761	+	1668	9	14	2	46
gene-YNCL0045W	NC_001144.5	818609	818680	+	72	0	0	0	0
gene-YLR344W	NC_001144.5;NC_001144.5	819312;819778	819330;820142	+;+	384	929	2215	1857	7876
gene-YLR345W	NC_001144.5	820511	822040	+	1530	3410	2300	76	251
gene-YLR346C	NC_001144.5	822287	822592	-	306	491	89	5	14
gene-YLR347C	NC_001144.5	823828	826413	-	2586	1383	1932	223	804
gene-YLR348C	NC_001144.5	826977	827873	-	897	198	587	17	124
gene-YLR350W	NC_001144.5	828730	829380	+	651	2699	3255	120	370
gene-YLR351C	NC_001144.5	829489	830364	-	876	970	1247	169	702
gene-YLR352W	NC_001144.5	831116	833539	+	2424	213	119	32	117
gene-YLR353W	NC_001144.5	834352	836163	+	1812	158	211	21	99
gene-YLR354C	NC_001144.5	836350	837357	-	1008	1662	2900	220	1023
gene-YLR355C	NC_001144.5	838066	839253	-	1188	1267	1320	4262	9730
gene-YLR356W	NC_001144.5	840321	840914	+	594	2126	1179	46	112
gene-YLR357W	NC_001144.5	841331	844000	+	2670	235	384	105	307
gene-YLR358C	NC_001144.5	843487	844050	-	564	12	5	5	14
gene-YLR359W	NC_001144.5	844282	845730	+	1449	1340	2443	672	1530
gene-YLR360W	NC_001144.5	846103	847422	+	1320	195	296	49	175
gene-YLR361C	NC_001144.5	847388	849124	-	1737	351	261	68	192
gene-YLR361C-A	NC_001144.5	849383	849679	-	297	296	283	27	64
gene-YLR362W	NC_001144.5	849866	852019	+	2154	1328	1065	71	250
gene-YLR363C	NC_001144.5	852495	853151	-	657	122	157	39	197
gene-YLR363W-A	NC_001144.5	853461	853718	+	258	40	70	279	877
gene-YLR364W	NC_001144.5	854062	854391	+	330	18	51	17	66
gene-YLR365W	NC_001144.5	855199	855531	+	333	2	1	2	3
gene-YLR367W	NC_001144.5;NC_001144.5	856442;857058	856574;857317	+;+	393	1408	1539	435	1667
gene-YNCL0046W	NC_001144.5	856710	856920	+	211	42	69	42	216
gene-YLR368W	NC_001144.5	857540	859336	+	1797	215	250	123	476
gene-YLR369W	NC_001144.5	859552	861525	+	1974	281	451	81	311
gene-YLR370C	NC_001144.5	861718	862254	-	537	1743	2049	64	273
gene-YLR371W	NC_001144.5	862714	866784	+	4071	525	541	69	250
gene-YLR372W	NC_001144.5	867354	868391	+	1038	60	346	530	1826
gene-YLR373C	NC_001144.5	868662	871367	-	2706	73	131	30	142
gene-YLR375W	NC_001144.5	871697	872728	+	1032	544	954	294	1169
gene-YLR376C	NC_001144.5	872826	873554	-	729	69	84	8	32
gene-YLR377C	NC_001144.5	873746	874792	-	1047	3595	10752	40	260
gene-YNCL0047W	NC_001144.5;NC_001144.5	875376;875436	875412;875471	+;+	73	1	0	0	1
gene-YLR378C	NC_001144.5	875736	877178	-	1443	835	1729	150	747
gene-YLR379W-A	NC_001144.5	877444	877716	+	273	1	3	0	1
gene-YLR380W	NC_001144.5	878282	879508	+	1227	260	340	176	602
gene-YLR381W	NC_001144.5	879723	881924	+	2202	58	79	12	57
gene-YLR382C	NC_001144.5	882067	884751	-	2685	135	256	15	78
gene-YLR383W	NC_001144.5	885288	888632	+	3345	111	297	19	53
gene-YLR384C	NC_001144.5	888851	892900	-	4050	609	648	340	1225
gene-YLR385C	NC_001144.5	892992	893390	-	399	17	17	1	4
gene-YLR386W	NC_001144.5	893628	896270	+	2643	145	263	18	109
gene-YLR387C	NC_001144.5	896374	897672	-	1299	408	898	126	564
gene-YLR388W	NC_001144.5	898651	898821	+	171	170	653	765	3136
gene-YNCL0048W	NC_001144.5	899180	899382	+	203	39	35	0	3
